title,product_id,url,price,rating,number_of_reviews,product_options,count_of_images,images_urls,favorited_by,store_name,description,reviews
Ready to Ship! Xbox One Elite Series 2 Custom Controller - Hot pink & blue fade,815678887,www.etsy.com/listing/815678887,"1,522.51",4.83,,,0,,27,ProControllers,"Get your own Xbox One Elite Series 2 Custom Controller exclusively from ProControllers LLC. - ProControllers Xbox One Elite Series 2 Custom Controller. - BRAND NEW: Feel confident purchasing through us. We only use new Microsoft controllers. - EXCLUSIVE: Purchase your new controller exclusively through our company ProControllers LLC. - QUICK SHIPPING: All orders will ship fast & free, expect delivery shortly after ordering your controller. - Your new custom Elite Series 2 controller will come with the custom controller, controller box, and all original Microsoft accessories.",
Minimalist Design Simple Anti-Bloat Microsoft Xbox 360 Controller Stand,737985023,www.etsy.com/listing/737985023,BRL,4.53,,"Select a color: Black, White, Red, Green, Blue, Brown, Gray, Orange, Pink, Purple, Yellow, Clear",8,"https://i.etsystatic.com/20787695/d/il/6dd11a/2062317687/il_75x75.2062317687_l7nn.jpg?version=0,https://i.etsystatic.com/20787695/d/il/8257d1/2062317689/il_75x75.2062317689_8u37.jpg?version=0,https://i.etsystatic.com/20787695/d/il/a65711/2014729590/il_75x75.2014729590_bfd2.jpg?version=0,https://i.etsystatic.com/20787695/d/il/c02c15/2062317681/il_75x75.2062317681_miwz.jpg?version=0,https://i.etsystatic.com/20787695/d/il/64b9c8/2014729596/il_75x75.2014729596_a984.jpg?version=0,https://i.etsystatic.com/20787695/d/il/b40531/2014729598/il_75x75.2014729598_jllj.jpg?version=0,https://i.etsystatic.com/20787695/d/il/015767/2062317699/il_75x75.2062317699_3m7w.jpg?version=0,https://i.etsystatic.com/20787695/d/il/381ed7/2014729604/il_75x75.2014729604_mngw.jpg?version=0",40,3DUnicornLand,"All of our 3D-printed products are safe for the environment. They are made to be sanded, smoothed or painted by the customer only if they so desire. Due to the nature of 3D-Printing finished products may have seam-lines, print layer lines and other minor imperfections or artifacts. Processing typically takes 1 to 3 business days. Shipping is another 3-5 days through USPS First Class Mail. Before leaving a negative review please reach out to us for help. We offer 12 total colors on every product which are black, white, green, yellow, red, blue, purple, pink, brown, gray and clear. Now for a limited time only, buy more and save more. Buy 2 Get 10% Off with code ""SAVE10"", Buy 3 Get 20% Off with code ""SAVE20"" and Buy 4 Get 30% Off with code ""SAVE30"" all store-wide inventory. Apply your code during checkout for the discount savings. We also offer free shipping for all domestic orders over $35 with code ""FREESHIP"".",
New Light Blue Custom Xbox One S Controller,888050613,www.etsy.com/listing/888050613,543.72,4.77,,,0,,12,TechnicallyGeek,"This is a listing for a Light Blue Custom Xbox One S Controller I only use brand new controllers for all of my orders, including Xbox One S controllers, these will be shipped in their original retail packaging. Only order from someone who knows what they're doing! We've done hundreds of these controllers over the past few years! We know what we're doing! I also do full customization work, if you would like to discuss a project, please message me and we can begin discussing your idea.",
Xbox One Elite Chameleon Purple Controller Rear Grips Back Shell Replacement Handle Left Right,811473538,www.etsy.com/listing/811473538,126.12,4.78,,,3,"https://i.etsystatic.com/22181608/d/il/bbcc9a/2365413646/il_75x75.2365413646_f5sn.jpg?version=0,https://i.etsystatic.com/22181608/d/il/c45b5c/2365400238/il_75x75.2365400238_lh74.jpg?version=0,https://i.etsystatic.com/22181608/d/il/cfee58/2413016549/il_75x75.2413016549_g082.jpg?version=0",8,Devinecustomzuk,"YOUR PERFECT REPLACEMENT - These xbox one elite rear shell grip replacements are sure to get you back in the game with a perfect fit and comfortable finish OUR QUALITY -We only use the best quality modification components for your complete peace of mind REGAIN THE ADVANTAGE - Bring your old, tired or damaged controlled back to life! 3 MONTHS WARRANTY - Love your new controller or return them to us with 3 months warranty ! Package includes : 1x Xbox one Original Chameleon elite left rear grip 1x Xbox one Original Chameleon elite Right rear grip",
Microsoft Elite Series 2 Bluetooth Modded Controller Cannabis Leaves with 7 Watts Rapid Fire mod & Green LED's,867344360,www.etsy.com/listing/867344360,"2,120.66",4.84,,,10,"https://i.etsystatic.com/10979081/d/il/e7b465/2615637963/il_75x75.2615637963_ggr1.jpg?version=1,https://i.etsystatic.com/10979081/d/il/26bf93/2567983336/il_75x75.2567983336_gmiz.jpg?version=1,https://i.etsystatic.com/10979081/d/il/5cd8f5/2567983578/il_75x75.2567983578_fhu9.jpg?version=1,https://i.etsystatic.com/10979081/d/il/6eff02/2567982110/il_75x75.2567982110_kbj8.jpg?version=1,https://i.etsystatic.com/10979081/d/il/793002/2615638463/il_75x75.2615638463_1lpv.jpg?version=1,https://i.etsystatic.com/10979081/d/il/6a1ff0/2567982656/il_75x75.2567982656_mvvs.jpg?version=1,https://i.etsystatic.com/10979081/d/il/e21c3b/2567983034/il_75x75.2567983034_nwae.jpg?version=1,https://i.etsystatic.com/10979081/d/il/c09d6a/2512877524/il_75x75.2512877524_d5vs.jpg?version=1,https://i.etsystatic.com/10979081/d/il/12ed6b/2512878246/il_75x75.2512878246_4aue.jpg?version=1,https://i.etsystatic.com/10979081/d/il/b1d21b/2560544887/il_75x75.2560544887_fuv9.jpg?version=1",6,Paracordinnovations,"Up for sale is the Microsoft Elite Series 2 Bluetooth Modded Controller Cannabis Leaves with 7 Watts Rapid Fire mod. 7 Watts is the only company that has developed a working rapid fire mod for the Elite Series 2 controller! Controller is brand-new and I have custom modded it with the 7 Watts Rapid Fire mod. Mod is un-detectable in online play, due to advanced chip programming. I am the only seller authorized to sell this controller on the Etsy platform as I work remotely with 7 Watts. Soft Touch Cannabis Leaves face plate installed. Along with the mod chip, I have installed Green LED's for the mode lights and the Xbox light, in place of the factory white colors. Double Injected Green ABXY buttons installed. Original Factory Box will not be included due to the inflated cost of shipping. All controllers ship USPS Priority insured 2-3 day mail. Thank you for stopping by!!! Microsoft Elite Series 2 Specifications -Play like a pro with the all new Xbox elite wireless controller series 2 -Tailor the controller with new interchangeable thumb stick and paddle shapes -Experience limitless customization and exclusive configuration options with the Xbox Accessories app -Stay in the game for longer with up to 40 hours of rechargeable battery life. Use Xbox Wireless, Bluetooth, or the included USB C cable to play across your Xbox One and Windows 10 devices -Compatible with Xbox One, Xbox One S, Xbox One X, Windows 10, and confirmed all Xbox One controllers will be compatible with the new Xbox Series X console (Scheduled release November 2020). ***QUANTITIES EXTREMELY LIMITED, GUARANTEED TO SELL OUT BEFORE CHRISTMAS ON ALL SELLING PLATFORMS....PERFECT PAIRING FOR THE NOVEMBER RELEASE OF THE XBOX SERIES X CONSOLE...GET YOURS NOW!!*** 7 Watts Rapid Fire Mod -THE BEST AND ONLY MOD CUSTOMIZED for the Elite Series 2 controllers. Pre-set rapidfire speeds for all shooter games: Call of Duty Modern Warfare, GTA, COD Black Ops, PUBG, Titanfall, Destiny, Apex, Gears, Halo, Fortnite, Overwatch, Tom Clancy Games, & Star Wars Battlefront Etc. -THE BEST SIMPLE AND EASY TO USE mod remote you can find. NO PROGRAMMING all mods are set up with instructions in box and on YouTube. Includes Auto Aim, Drop Shot, Burst, Quick Scope modes and more! All accessories included: controller genuine from Microsoft with bluetooth & scuffed rubberized grip & 40 hour rechargeable battery power pack, charger stand, USB charging cable, e sport zipper case, paddles, thumb-sticks, everything. -THE BEST UNDETECTABLE ONLINE mod works around all patches for all games for worry-free online game-play. Your ultimate setup for playing FPS on console & TV or your PC gaming computer instead of mouse and keyboard. Compatible with mic headphones or headsets without special adapter! -THE BEST MOD TEAM HAS YOUR BACK because we mod, test, and give the best customer support (check the reviews) from our mid-west headquarters. Also offered is repair services (all Xbox One controllers) from my other business at xboxmodzone. -THE BEST PREMIUM SETUP you can get! Buy now because these limited custom units are selling fast! Be sure to search YouTube for 7 Watts for videos on instructions, troubleshooting and gaming tips, directly from the creator and owner of 7 Watts.",
"White Skull Custom Controllers Custom Elite 2 Controller Compatible with Xbox One, Xbox Series X, Xbox Series S.",917228593,www.etsy.com/listing/917228593,"1,576.67",5.0,,,6,"https://i.etsystatic.com/21306103/d/il/95e444/2676680688/il_75x75.2676680688_h92k.jpg?version=0,https://i.etsystatic.com/21306103/d/il/20c85a/2724366181/il_75x75.2724366181_76v5.jpg?version=0,https://i.etsystatic.com/21306103/d/il/0020e9/2724365673/il_75x75.2724365673_8img.jpg?version=0,https://i.etsystatic.com/21306103/d/il/31da78/2676681094/il_75x75.2676681094_c7jq.jpg?version=0,https://i.etsystatic.com/21306103/d/il/434314/2709539646/il_75x75.2709539646_sly7.jpg?version=0,https://i.etsystatic.com/21306103/d/il/790f11/2709539796/il_75x75.2709539796_3qso.jpg?version=0",,ModdedControllers,"Custom Controllers Custom Elite 2 Controller Compatible with Xbox One, Xbox Series X, Xbox Series S. Feel confident purchasing your new custom controller. We only use new Elite series 2 controllers. Package Contains: Custom Elite 2 controller, controller instructions, All original accessories. We offer the best customer service in the industry. All Elite 2 custom controllers are proudly customized in the U.S.A. Make your friends jealous with your new custom Elite 2 controller for Xbox One.",
Harley Quinn! Handcrafted Controllers for Xbox!,754253269,www.etsy.com/listing/754253269,973.36,4.96,,"Select a style: Harley controller (BRL 973.36), Series X Harley (BRL 1,027.73)",6,"https://i.etsystatic.com/20390572/d/il/6feb64/2363022598/il_75x75.2363022598_g7uu.jpg?version=0,https://i.etsystatic.com/20390572/d/il/463ed7/2363022678/il_75x75.2363022678_jwm0.jpg?version=0,https://i.etsystatic.com/20390572/d/il/7db016/2410626831/il_75x75.2410626831_8xzf.jpg?version=0,https://i.etsystatic.com/20390572/d/il/fba3ab/2363022832/il_75x75.2363022832_th00.jpg?version=0,https://i.etsystatic.com/20390572/d/il/62e974/2418360367/il_75x75.2418360367_s310.jpg?version=0,https://i.etsystatic.com/20390572/d/il/2e6e42/2370752558/il_75x75.2370752558_dx9x.jpg?version=0",61,ModelerVStudios,"Handcrafted Xbox One controllers by ModelerV Studios-Harley Quinn Play as the crazy girlfriend of the The Joker with this handcrafted gaming controller! Comes standard with red and black ABXY buttons, joysticks and bumpers! New! SERIES X Controllers are now available! These controllers include the color ABXY buttons and joysticks, but not color triggers, bumpers or Dpads. These will be in black due to design changes in the controller. Select in the Styles dropdown. The photos above show a customized version with the added gamer tag. The standard controller comes with the Harley quote otherwise.  This is a hand crafted Xbox controller These controllers are all designed, painted and created by me, and each is a unique artistic creations. But as this is an individually created shell, there may be some slight variation in color, position and texture. ***THIS IS NOT A SKIN!!*** These are fully painted shells, and each is a unique design created through an artistic collaboration between you and I. I can add a name or gamer tag at no charge. All full controllers used will be brand new, Microsoft Xbox controllers, nothing off-brand or used! If you want a different brand or type of controller, please contact me. All controllers are finished with modelling lacquers and acrylics, and custom printed and designed decals. All controllers are finished with glossy clear lacquers for a hard protective finish. The controllers are all tested after painting to be sure they are working. This design is just examples of many design possibilities. If you'd like a different custom design, I'd be happy to create it for you. ***Be aware that the process of opening the controller shells and painting them voids Microsoft's warranty*** I include free shipping to US addresses.",
"Set of 2 controller patent prints, Video game console controller posters, Bundle of 2 patent blueprints, gift for cole lover",755574747,www.etsy.com/listing/755574747,81.85,4.93,,"Select an option: 5"" x 7"" (BRL 81.85), 8"" x 10"" (BRL 126.49), A5 (5.83""x8.3"") (BRL 111.61), A4 (8.267""x11.692"") (BRL 141.37), A3 (11.692”x16.535”) (BRL 260.42), 13” x 19” (BRL 319.94)|Select a style: Old Book Page, Ivory, Black, Light Red Old Book, Blueprint, Old Yellow, Pure White, Blue Grid, Black Grid, Red Mud Old Book, Grey Paper, Light Blue Old Book, Purple Chalkboard, Burgundy Chalkboard, Green Chalkboard, Pink Old Book Page, Rainbow Old Book, Grey Chalkboard, Dark Green Chalk, Black Chalkboard",8,"https://i.etsystatic.com/16364142/d/il/63dafc/2728596625/il_75x75.2728596625_o4vm.jpg?version=0,https://i.etsystatic.com/16364142/d/il/3b0638/2680915890/il_75x75.2680915890_6rdx.jpg?version=0,https://i.etsystatic.com/16364142/d/il/ea8f19/2728596921/il_75x75.2728596921_71hk.jpg?version=0,https://i.etsystatic.com/16364142/d/il/58b94a/1677459717/il_75x75.1677459717_5vwa.jpg?version=0,https://i.etsystatic.com/16364142/d/il/a51b13/1630033344/il_75x75.1630033344_454g.jpg?version=0,https://i.etsystatic.com/16364142/d/il/cc7459/1630033434/il_75x75.1630033434_qrjy.jpg?version=0,https://i.etsystatic.com/16364142/d/il/ee618a/1630033518/il_75x75.1630033518_46xt.jpg?version=0,https://i.etsystatic.com/16364142/d/il/dbd435/1655147919/il_75x75.1655147919_4hdb.jpg?version=0",16,InkedPatentPrints,"View our stunning patent blueprint collection that will add an element of history to your home and office. Click to buy now! 1. Wireless game controller was invented by R. S. Lum et al. This patent was issued on July 15, 2010, by the United States Patent and Trademark Office. 2. Video game controller was invented by A. Schmitz et al. This patent was issued on Dec. 6, 2018, by the United States Patent and Trademark Office. You will receive 2 patent prints, in your chosen background. Decorate your home or office with this unique patent print. Display your favorite hobbies, interest, and inventions that changed the world and our lives! Our patent prints are perfect as a gift (especially sets are great for many different occasions). You can find more our prints here: CHOOSE YOUR STYLE! We offer 20 different backgrounds (textured – multiple colors, black grid, blue grid, or a single color background like ivory). Please check our product gallery and choose your favorite background using a drop-down menu list located just above ‘Buy it now’ button. All our prints come in 6 sizes: US 5 inches x 7 inches (12.5x18 cm) US 8 inches x 10 inches (20x25 cm) US 13 inches x 19 inches (33x48.3 cm) International A5 (14.8cm x 21cm – 5.83 inches x 8.27 inches) International A4 (21cm x 29.7cm - 8.267 inches x11.692 inches) International A3 (29.7cm x 42cm – 11.692 inches x 16.535 inches) Please note: Frame is for illustrative purposes only, and is not included! QUALITY: All our prints are printed on Archival Heavyweight Matte Paper (192 gsm), we use only Genuine Canon Inks and high-end Canon printers, all of these materials guarantee a stunning print quality that’s made to last. All our prints are full bleed – there is no border around them. **Please note that, due to your monitor settings and various monitor brands, the color of the actual print might vary, could be slightly brighter / darker than the one you see on the screen. HOW TO ORDER: 1). Choose your favorite background color and size; 2). Click Buy it now button, or Add to cart (if you shopping for more); 4). Click proceed to checkout (if you buying more than 3 or more, that’s the place to use your coupon code); 5). Complete payment; SHIPPING We ship Worldwide! All our prints are made to order, please allow 1-3 Business days for the print to be ready for shipping. Please check our shipping times here: The shipping estimates mainly apply to Standard Shipping (no tracking), you can upgrade the Standard Shipping at checkout to Tracked & Signed (tracking works in most countries, although in some countries Postal Services do not offer full tracking), or for very Speedy Delivery we can arrange a Courier (Worldwide Delivery). **VERY IMPORTANT** Please make sure that your address details are correct. You can amend your address details, until the order is marked as shipped, after that, we cannot do anything. We will not issue any refunds for lost parcels, where your address was incorrect, you can read more about this topic on Etsy help pages: FLAT RATE SHIPPING: There is NO EXTRA charge for any additional prints within the same order! FREE Standard Shipping within UK! You can upgrade Standard Shipping at checkout to: Royal Mail 1st Class Signed for Royal Mail Special Recorded Delivery You can track your parcel (not available with Standard Shipping) using Royal Mail Track & Trace Service, link below: https://www.royalmail.com/track-your-item#/ Your tracking number (please copy & paste, and use it on the Track & Trace www) will be included in your dispatch note (emailed to your Etsy registered email address, once the item has been marked as shipped. Courier Delivery (both, tracking number and link to couriers website, will be included in your dispatch note (emailed to your Etsy registered email address, once the item has been marked as shipped.) PACKAGING Your print/s will be packaged in a transparent protective sleeve (Cello Bag / Plastic bag - sealed) – ready to give as a gift and placed inside a hard backed envelope / sturdy durable mailer (clearly marked: Please Do Not Bend) or a postal tube, for a safe journey. Rolled Prints! If you receive your print in a postal tube – rolled, please allow the prints to unfurl / unroll naturally, before mounting or framing, it usually takes a day or two. See all our items on Etsy here: HAVE A QUESTION? Send us a convo via Etsy! We'll respond to all inquiries within 24 hours (usually within 2 hours!). Copyright © Inked Patent Prints",
"Gold Smart Xbox One ELITE 2 Series Custom Modded Controller. FPS mods. COD Warzone. Control , adjust, add mods via phone App",908647431,www.etsy.com/listing/908647431,"1,576.67",5.0,,,10,"https://i.etsystatic.com/21306103/d/il/4cfbed/2676864766/il_75x75.2676864766_qcdd.jpg?version=0,https://i.etsystatic.com/21306103/d/il/c19574/2724569573/il_75x75.2724569573_bjm9.jpg?version=0,https://i.etsystatic.com/21306103/d/il/a25305/2724568175/il_75x75.2724568175_h0tr.jpg?version=0,https://i.etsystatic.com/21306103/d/il/e16075/2724568699/il_75x75.2724568699_49ii.jpg?version=0,https://i.etsystatic.com/21306103/d/il/23dd87/2724570141/il_75x75.2724570141_rslb.jpg?version=0,https://i.etsystatic.com/21306103/d/il/54b720/2621043956/il_75x75.2621043956_5vfg.jpg?version=0,https://i.etsystatic.com/21306103/d/il/cfa9ce/2668698063/il_75x75.2668698063_7yzm.jpg?version=0,https://i.etsystatic.com/21306103/d/il/9f2814/2621044002/il_75x75.2621044002_fk5i.jpg?version=0,https://i.etsystatic.com/21306103/d/il/885e5d/2621044070/il_75x75.2621044070_8ajy.jpg?version=0,https://i.etsystatic.com/21306103/d/il/96e876/2621044250/il_75x75.2621044250_fiyv.jpg?version=0",,ModdedControllers,"MZ Titan introducing the MOST advanced Custom Xbox One ELITE 2 Series Modded Controllers on the market. Control, adjust, add mods via an MZ TITAN APP. 100% ORIGINAL XBOX ONE ELITE 2 Series CONTROLLER. We use only authentic controllers to build our modded controllers BE ON TOP OF YOUR GAME. Utilize the combined powers of the MZ Titan chip and our app to get your hands on the newest tech — a fully adjustable modified controller you can reprogram at will using only your phone. Simply buy a Modded Zone controller with a Titan chip, download the app, connect to your phone via Bluetooth, and just like that you have endless options to choose from designed to help you stay at your peak performance. How easy is that? In the past, if you wanted to adjust mods you had to hold and REMEMBER some button combinations, wait till LEDs blinked and spend a couple of minutes to adjust each mod. But with the MZ Titan? You could make those adjustments yourself whenever you want — with just a few quick taps on your phone using our app! That means you always have the best functionality no matter what game you’re playing — even if it’s several different ones all in the same day. CONTROLLER COMES WITH FPS MOD PACK. FIRST PERSON SHOOTER PACK INCLUDED: [RAPID FIRE], [BURST FIRE], [AKIMBO], [DROP SHOT], [JUMP SHOT], [AUTO SCOPE], [QUICK SCOPE], [AUTO HOLD BREATH], [AUTO SPRINT]. Those presets aren’t set in stone. Remember, this is a fully customizable controller! That means the Mod Marketplace is also where you’ll go to search for additional mod packs and perks to buy and add to your profiles so you can switch between functions with just a few taps on your phone screen. 100% UNDETECTABLE with 1 YEAR WARRANTY ON MOD CHIP. Package contains: Custom painted original modded controller, modded controller instruction. Please note: controller doesn’t come with cable or any other accessories.",
HORNET handcrafted silver Ring | Hollow Knights | VideoGame | Geeky Nerdy Stuff | for Gamers | jewelry Gifts |,486726623,www.etsy.com/listing/486726623,424.14,4.97,12,"Select an option: 4 US, 4 1/4 US, 4 1/2 US, 4 3/4 US, 5 US, 5 1/2 US, 5 3/4 US, 6 US, 6 1/4 US, 6 1/2 US, 7 US, 7 1/4 US, 7 1/2 US, 8 1/4 US, 8 US, 8 1/2 US, 9 US, 9 3/8 US, 9 1/2 US, 10 US, 10 1/4 US, 10 1/2 US, 11 US, 11 1/8 US, 11 1/2 US, 12 US, 12 1/2 US, 13 US, 13 1/2 US, 15mm, 15.3mm, 15.7mm, 15.5mm, 16mm, 16.3mm, 16.5mm, 16.7mm, 17mm, 17.3mm, 17.5mm, 17.7mm, 18mm, 18.2mm, 18.5mm, 19mm, 19.3mm, 19.5mm, 19.8mm, 20mm, 20.2mm, 20.5mm, 20.7mm, 21mm, 21.5mm, 22mm, 22.3mm, 22.5mm, 23mm, 23.5mm",9,"https://i.etsystatic.com/13248840/c/1793/1425/659/536/il/1e68da/2029078591/il_75x75.2029078591_5k31.jpg,https://i.etsystatic.com/13248840/c/1582/1258/784/520/il/9599d6/1973876284/il_75x75.1973876284_29o4.jpg,https://i.etsystatic.com/13248840/d/il/282b91/2021426623/il_75x75.2021426623_qglr.jpg?version=0,https://i.etsystatic.com/13248840/d/il/af4610/2021425809/il_75x75.2021425809_pfd3.jpg?version=0,https://i.etsystatic.com/13248840/d/il/d3caa6/2021426113/il_75x75.2021426113_e3t8.jpg?version=0,https://i.etsystatic.com/13248840/d/il/284638/2021425913/il_75x75.2021425913_rwrn.jpg?version=0,https://i.etsystatic.com/13248840/d/il/078921/1973868844/il_75x75.1973868844_eoxe.jpg?version=0,https://i.etsystatic.com/13248840/d/il/e94c34/1973868602/il_75x75.1973868602_slj6.jpg?version=0,https://i.etsystatic.com/13248840/d/il/a73e98/1973868930/il_75x75.1973868930_bmta.jpg?version=0",227,StonesAndFireArt,"This is my version of Hornet Ring. It is designed and created by me. Inspired by the passion of playing the Hollow Knight game :) I am proud to represent my Ideas in Jewelry Craft. PLEASE LEARN the Features of this Ring BEFORE Ordering, NOT AFTER receiving! VERY IMPORTANT: to be sure with the Ring Size, I highly recommend you to have your finger sized by a reputable jeweler in your area (or any jewelery store). I MAKE it TO ORDER (Working Time is 12-14 business days: from Monday till Friday). !!! Shipping period is NOT taken into account !!! FEATURES: Made of 925 Sterling Silver Width of the oval part: 15mm / 0.59 inches Weight: approx. 4.8 grams (depending on size and material) High polish shine. Has some blacking parts (see on the photos) WITHOUT extra silver shining covering Origin: Ukraine. !!! NECESSARY RING SIZES ARE CUSTOM-MADE !!! BEFORE ORDERING the item PLEASE: contact me via e-mail or facebook/instagram page to agree THE SIZE YOU NEED if you don't know it in millimeters. Don't hesitate to contact us any time you need! By purchasing this item You are acknowledging Your understanding and acceptance of my shop policies. I want You to be totally satisfied with all the goods and ordering process. * So please read first my shop policies AT THE FOOT OF THIS PAGE in my FAQs before ordering. Or scroll to the bottom of this page and click on ""Shipping & Policies"" on the right hand side to read. If you have any questions about any of my shop policies please don't be shy and contact me - it's very important! Glad to know you've liked my SilverArt :)",
"Vintage XBox Video Game Devices Patent Poster Prints, 2 Unframed Photos, Wall Art Decor Gifts for Home Office Man Cave, Student Coach Gamers",734742032,www.etsy.com/listing/734742032,86.95,4.97,,"Select a size: 8x10 inches (BRL 86.95), 11x14 inches (BRL 119.58)|Select a color: Beige, Black, Blue, White",10,"https://i.etsystatic.com/21277013/d/il/1b355a/2135317460/il_75x75.2135317460_r65q.jpg?version=0,https://i.etsystatic.com/21277013/d/il/da4b3b/2063185634/il_75x75.2063185634_q06k.jpg?version=0,https://i.etsystatic.com/21277013/d/il/61c81b/2063185662/il_75x75.2063185662_qt5s.jpg?version=0,https://i.etsystatic.com/21277013/d/il/bc80e2/2063185704/il_75x75.2063185704_6s9m.jpg?version=0,https://i.etsystatic.com/21277013/d/il/15ac3d/2063185744/il_75x75.2063185744_kl62.jpg?version=0,https://i.etsystatic.com/21277013/d/il/8f0045/2063185788/il_75x75.2063185788_4xf8.jpg?version=0,https://i.etsystatic.com/21277013/d/il/7e5502/2110759599/il_75x75.2110759599_l134.jpg?version=0,https://i.etsystatic.com/21277013/d/il/3e7859/2735134729/il_75x75.2735134729_swre.jpg?version=0,https://i.etsystatic.com/21277013/d/il/009e09/2735135077/il_75x75.2735135077_eo2d.jpg?version=0,https://i.etsystatic.com/21277013/d/il/4a3d45/2687452644/il_75x75.2687452644_svcu.jpg?version=0",23,StarsByNature,"Want to get a unique present for the Gaming Enthusiast or fan in your life and show off your mad gift giving skills? Get this retro set of iconic XBox game console and controller patents artwork reinterpreted to capture the spirit of innovation, entertainment, and hand crafted to infuse the classic, vintage feel and personal touch by our award winning artist in North Carolina. EXCELLENT GIFT and a fun conversation starter or gift ideas for birthday, wedding, graduation, Christmas, Father’s day, Mother’s day, Valentine’s day, holidays, retirement or anniversary for men, women, husband, wife, spouse, boyfriend, girlfriend, friend, dad, mother, grandpa, nana, sister, brother, sibling, aunt, uncle, boss, coworkers, or any online video games enthusiast in your life. GREAT ADDITION TO ANY HOUSEHOLD: hang pictures in the bedroom, family room, man cave, office, kitchen, bathroom, or garage. EASY TO FRAME: pick the right 8"" x 10"" or 11” x 14” picture frames that work with your decor – or larger frame with matting – easy to buy at any craft store, department store, supercenter, neighborhood store, even discount store. HIGH QUALITY: Printed on Fuji Crystal Archive paper - high detail images and great quality paper stock - unlike other flimsy, inkjet prints - will ensure years of enjoyment. SATISFACTION GUARANTEED: Buy presents with confidence: We offer a 30 day no questions asked money back guarantee. DESIGNED AND MADE IN USA. The set of 2 vintage blueprint poster prints is bound to impress and rival collectibles of any Sony Playstation-Nintendo games fan or history buff.",
GIRL GAMER Black Xbox 360 Elite Video Games Controller Necklace - Geeky Video Games Jewellery - Gaming Geek Jewelry Gifts,90837159,www.etsy.com/listing/90837159,74.40,4.93,,,5,"https://i.etsystatic.com/6437953/d/il/2bf822/304000733/il_75x75.304000733.jpg?version=0,https://i.etsystatic.com/6437953/d/il/fc83e6/304139918/il_75x75.304139918.jpg?version=0,https://i.etsystatic.com/6437953/d/il/37be08/304139928/il_75x75.304139928.jpg?version=0,https://i.etsystatic.com/6437953/d/il/b7b8ad/304000741/il_75x75.304000741.jpg?version=0,https://i.etsystatic.com/6437953/d/il/daa979/304139934/il_75x75.304139934.jpg?version=0",76,PlayBox,"Black Xbox360 Elite Video Games Controller Necklace Silvertone 18"" trace chain necklace with lobster claw fastening. The controller is made from acrylic and is decorated with a peridot coloured rhinestone. Charm is approx 1.5"" in width. Acrylic is a tough non-flexible plastic which is just over 1mm thick. It is completely flat in appearance, any similarities to a 3D object is only because it has been cleverly shaded that way. The charms are one sided only, the other side is plain white. It has been varnished so is waterproof to a certain degree although I would not recommend wearing it whilst swimming or showering. All my necklaces come with a standard 18"" chain, however I can supply a different length at no additional charge. Just leave a note for me when you purchase your item. If you have any further questions, please to not hesitate to convo me. <><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><> I am very happy to do custom orders, if you would like this piece in any other colour or have any other specific requests, please convo me. <><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><> All my jewellery comes in plastic gift boxes, however if you are purchasing this as a gift, I also have a separate listing for a giftbag which comes with a free mobile phone charm. I am very happy to ship internationally. If you are a first time customer, please read through my shop policies: <><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><>",
